Group,Subgroup,Emoji,Title,DescribedBy,URL,Description,Codepoints Hex
symbols,"Hearts, Shapes & Emotions",❣️,Heart Exclamation,heart-exclamation,/heart-exclamation,"A decorative exclamation mark , where a heart forms the top part of the symbol, and a circle the lower part. Similar to the way to the man in business suit levitating also creates a similar shape.","U+2763,U+FE0F"
symbols,"Hearts, Shapes & Emotions",💔,Broken Heart,broken-heart,/broken-heart,"A love heart, broken in two. This emoji represents the aching one feels when they are missing the person they love.",U+1F494
symbols,"Hearts, Shapes & Emotions",❤️‍🔥,Heart on Fire,heart-on-fire,/heart-on-fire,"A heart shown on fire, for extreme or passionate forms of love or lust. Most representative of desire or lust, this emoji may also indicate a sense of burning a past love and moving on.","U+2764,U+FE0F,U+200D,U+1F525"
symbols,"Hearts, Shapes & Emotions",❤️,Red Heart,red-heart,/red-heart,"A classic red love heart emoji. The red heart ideograph is traditionally used for expressions of love and romance across many cultures, with this being amongst the most frequence use cases for this emoji. However, the Red Heart emoji is also often used to express non-romantic positive sentiments, in part thanks to its use as one of the default reaction emoji options across many social messaging platforms (e.g. Instagram , Slack , WhatsApp ). Additionally, as with the other color-based hearts, this emoji is often also used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color. This is historically the most popular heart emoji by a considerable distance and is amongst the most popular emojis of all time. A similar emoji exists for the heart suit in a deck of playing cards. On Snapchat , this emoji displays next to a friend when you have been #1 BFs with each other for two consecutive weeks. Note: the Unicode Character Database (UCD) name “Heavy Black Heart” pre-dates color emoji, when the term referred to a solid, black ❤︎ heart character. See the glossary for information on the term black in historic Unicode character names.","U+2764,U+FE0F"
symbols,"Hearts, Shapes & Emotions",🩷,Pink Heart,pink-heart,/pink-heart,"A plain pink heart, expected to be frequently used alongside other hearts . Used to represent love, friendship, and feelings of warmth, and the color pink. For many years before its introduction in 2022 , the plain pink heart was one of the world's most frequently requested emojis. As with the other color-based hearts, this emoji is often also used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color. On several platforms, pink hearts are used in the design of other emojis. These emoji include: Sparkling Heart 💖 , Two Hearts 💕 , Growing Heart 💗 , Beating Heart 💓 , Revolving Heart 💞 , Heart with Arrow 💘 , Heart with Ribbon 💝 , and Kiss 💏 .",U+1FA77
symbols,"Hearts, Shapes & Emotions",🧡,Orange Heart,orange-heart,/orange-heart,"An orange heart emoji, often used alongside other colored hearts . As with the other color-based hearts, this emoji is often also used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color.",U+1F9E1
symbols,"Hearts, Shapes & Emotions",💛,Yellow Heart,yellow-heart,/yellow-heart,"A yellow or gold colored heart, frequently used alongside other colored hearts . Amusingly, this emoji displayed as a pink hairy heart on Android 4.4. It has been suggested that this visual oddity was created following a misinterpretation of Unicode's black-and-white reference images. As with the other color-based hearts, this emoji is often also used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color. On Snapchat , this emoji next to a contact denotes a person that you snap the most, and who also snaps you the most ( #1 best friend ). The yellow #1 BF heart turns into a red heart after two weeks.",U+1F49B
symbols,"Hearts, Shapes & Emotions",💚,Green Heart,green-heart,/green-heart,"A green heart emoji, often used alongside other colored hearts . As with the other color-based hearts, this emoji is often also used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color. For example, this emoji is frequently used on Twitter/X in reference to the Korean boy band NCT . Shown with beads of sweat on an orange and pink heart in previous versions of Android .",U+1F49A
symbols,"Hearts, Shapes & Emotions",💙,Blue Heart,blue-heart,/blue-heart,"A blue heart emoji, commonly used by brands as a neutral heart color. As with the other color-based hearts, this emoji is often also used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color. Can also be used to discuss someone passing away, though this use case is more explicitly associated with the 🤍 White Heart . An early Google design of this emoji depicted the heart as if it were made out of gemstone .",U+1F499
symbols,"Hearts, Shapes & Emotions",🩵,Light Blue Heart,light-blue-heart,/light-blue-heart,"A light blue heart, frequently used alongside other hearts . As with the other color-based hearts, this emoji is often also used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color.",U+1FA75
symbols,"Hearts, Shapes & Emotions",💜,Purple Heart,purple-heart,/purple-heart,"A purple heart emoji, often used alongside other colored hearts . As with the other color-based hearts, this emoji is often also used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color. For example, this emoji is frequently used on Twitter/X in reference to the Korean boy band Bangtan Sonyeondan , more commonly known as BTS. Previously shown as a pink heart in Android 4.4 .",U+1F49C
symbols,"Hearts, Shapes & Emotions",🤎,Brown Heart,brown-heart,/brown-heart,"A brown heart emoji. As with the other color-based hearts, this emoji is often also used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color. For example, this emoji has been found to often be used to discuss topics related to racial identity . As of February 2021 , this emoji was the least used of the nine colored hearts that existed at that time (the others being ❤️ , 🧡 , 💛 , 💚 , 💙 , 💜 , 🖤 , and 🤍 ).",U+1F90E
symbols,"Hearts, Shapes & Emotions",🖤,Black Heart,black-heart,/black-heart,"A heart shaded completely black. May be used to express morbidity, sorrow, or a form of dark humor, but despite the color remains most commonly used for love and affection . Additionally, as with the other color-based hearts, this emoji is often also used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color.",U+1F5A4
symbols,"Hearts, Shapes & Emotions",🩶,Grey Heart,grey-heart,/grey-heart,"A grey heart emoji. As with the other color-based hearts, this emoji is often also used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color.",U+1FA76
symbols,"Hearts, Shapes & Emotions",🤍,White Heart,white-heart,/white-heart,"A white heart emoji, used for love and affection. Also commonly used to discuss someone passing away . As with the other color-based hearts, this emoji can also often used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color. An alternative character known as White Heart Suit is also available, but not intended to have an emoji appearance.",U+1F90D
symbols,"Hearts, Shapes & Emotions",💋,Kiss Mark,kiss-mark,/kiss-mark,"The mark left after a firm kiss is placed with bright lipstick. Used in place of ‘xxx’ (kisses), or to send a kiss to someone. More seductive than the kiss emoji.",U+1F48B
symbols,"Hearts, Shapes & Emotions",💯,Hundred Points,hundred-points,/hundred-points,"100 emoji: the number one-hundred, written in red, underlined twice for emphasis. Originating from the number 100 written on a school exam or paper to indicate a perfect score of 100 out of 100.  Teachers in Japan may also use a stamp in addition to the 100 mark, to indicate that a student has performed very well. This 100 emoji is commonly used as a shorthand for 100% , with the usage meaning “keep it real” or a similar sentiment. A 100 emoji can be used to express pride or general acceptance of an idea. In Snapchat , the 100 emoji appearing next to a fire emoji indicates a 100 day Snapstreak.",U+1F4AF
symbols,"Hearts, Shapes & Emotions",💢,Anger Symbol,anger-symbol,/anger-symbol,"A red symbol found in Anime/Manga and used to represent the veins popping on a very angry person. Also used in other comic books to indicate a punch landed, perhaps next to the words “Bam” or “Pow”.",U+1F4A2
symbols,"Hearts, Shapes & Emotions",💥,Collision,collision,/collision,"A cartoon-styled representation of a collision. Depicted as a star-like, orange-and-yellow fiery burst, generally with one point extending to the bottom right, as if from the source of the collision. May be used to represent various types of bangs, explosions, or crashes. Like 🔥 Fire and 💯 Hundred Points , commonly used to represent something is excellent or exciting in some way. Apple implements a version of 💥 Collision in its 🧨 Firecracker and 📸 Camera With Flash .",U+1F4A5
symbols,"Hearts, Shapes & Emotions",💦,Sweat Droplets,sweat-droplets,/sweat-droplets,"Three, light blue droplets, as sweat beads, splashing down to the right. Resembles plewds , stylized sweat droplets used in comics and animation to show characters working hard or feeling stressed. May be used to represent various types of liquids, including sexual fluids. May also be used to represent various liquid-based slang expressions (e.g., drip , “exceptional style, swagger""). Not to be confused with 💧 Droplet , though their applications may overlap. Google , Microsoft , and Samsung's design previously featured two, upwardly directed droplets.",U+1F4A6
symbols,"Hearts, Shapes & Emotions",💨,Dashing Away,dashing-away,/dashing-away,"A cartoon-styled gust of air. Depicted as a small, gray cloud with motion lines, rushing to the left. Resembles briffits , a stylized cloud of dust used in comics and animation to indicate someone or something has dashed away (e.g., leaving someone in the dust ). May be used to represent speed, smoking, and various types of wind, blown or broken. May precede other emoji, such as 🏃Runner or 🚗 Automobile , to indicate something is fast or fleeing: 🏃💨, 🚗💨. Not to be confused 🌬️ Wind Face , though their applications may overlap.",U+1F4A8
symbols,"Hearts, Shapes & Emotions",🕳️,Hole,hole,/hole,"A round, black, cartoon-styled hole, as a manhole or a hole (cup) in golf . May be used to represent various types of literal or figurative holes, e.g., black holes, rabbit holes.","U+1F573,U+FE0F"
symbols,"Hearts, Shapes & Emotions",💬,Speech Balloon,speech-balloon,/speech-balloon,A cartoon-style balloon used to represent spoken word in comics. Sometimes  used in communication apps to indicate that another person is typing a message.,U+1F4AC
symbols,"Hearts, Shapes & Emotions",👁️‍🗨️,Eye in Speech Bubble,eye-in-speech-bubble,/eye-in-speech-bubble,"A speech bubble showing an eye inside. When using text-to-speech on Apple platforms, this emoji is read aloud as: ""Eye in speech bubble representing anti-bullying campaign"". This emoji was released in conjunction with the Ad Council for the I Am A Witness campaign.","U+1F441,U+FE0F,U+200D,U+1F5E8,U+FE0F"
symbols,"Hearts, Shapes & Emotions",🗨️,Left Speech Bubble,left-speech-bubble,/left-speech-bubble,"A left-facing speech bubble, which was included in Unicode 7.0, but not considered a standard addition for the purposes of emoji presentation.","U+1F5E8,U+FE0F"
symbols,"Hearts, Shapes & Emotions",🗯️,Right Anger Bubble,right-anger-bubble,/right-anger-bubble,"A form of speech balloon used with angular edges, used to denote angry speech in comics.","U+1F5EF,U+FE0F"
symbols,"Hearts, Shapes & Emotions",💭,Thought Balloon,thought-balloon,/thought-balloon,"A large cloud-like shape more commonly known as a thought bubble. Used to represent thinking, or thoughts, and commonly used in comics to display the thoughts of a drawn character. May also be used to represent a dream, or daydream.",U+1F4AD
symbols,"Hearts, Shapes & Emotions",💤,Zzz,zzz,/zzz,"A series of three Zs making a Zzz. Represents sleeping, snoring, dreaming, or any sleep-related state. Can also be used in some contexts to represent something that is boring.",U+1F4A4
symbols,"Hearts, Shapes & Emotions",🔴,Red Circle,large-red-circle,/large-red-circle,"A circle shown in the color of red. As with other color-based shape emojis (most notably the hearts ), this emoji may be used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color.",U+1F534
symbols,"Hearts, Shapes & Emotions",🟠,Orange Circle,large-orange-circle,/large-orange-circle,"A circle shown in the color of orange. As with other color-based shape emojis (most notably the hearts ), this emoji may be used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color.",U+1F7E0
symbols,"Hearts, Shapes & Emotions",🟡,Yellow Circle,large-yellow-circle,/large-yellow-circle,"A circle shown in the color of yellow. As with other color-based shape emojis (most notably the hearts ), this emoji may be used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color.",U+1F7E1
symbols,"Hearts, Shapes & Emotions",🟢,Green Circle,large-green-circle,/large-green-circle,"A circle shown in the color of green. As with other color-based shape emojis (most notably the hearts ), this emoji may be used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color.",U+1F7E2
symbols,"Hearts, Shapes & Emotions",🔵,Blue Circle,large-blue-circle,/large-blue-circle,"A circle shown in the color of blue. As with other color-based shape emojis (most notably the hearts ), this emoji may be used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color.",U+1F535
symbols,"Hearts, Shapes & Emotions",🟣,Purple Circle,large-purple-circle,/large-purple-circle,"A circle shown in the color of purple. May be used to represent anything purple. During 2024 this emoji began to be used by French users of social media platforms to reference a term for a serious form of assault. This was due to its phonetic similarity to the color purple within the French language. Additionally, as with other color-based shape emojis (most notably the hearts ), this emoji may also used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color.",U+1F7E3
symbols,"Hearts, Shapes & Emotions",🟤,Brown Circle,large-brown-circle,/large-brown-circle,"A circle shown in the color of brown. As with other color-based shape emojis (most notably the hearts ), this emoji may be used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color.",U+1F7E4
symbols,"Hearts, Shapes & Emotions",⚫,Black Circle,black-circle,/black-circle,A circle shown in the color of black. May be used to represent anything black.,U+26AB
symbols,"Hearts, Shapes & Emotions",⚪,White Circle,white-circle,/white-circle,A circle shown in the color of white. May be used to represent anything white.,U+26AA
symbols,"Hearts, Shapes & Emotions",🟥,Red Square,large-red-square,/large-red-square,"A square shown in the color red. May be used to represent anything red, including a red penalty card in football (soccer).",U+1F7E5
symbols,"Hearts, Shapes & Emotions",🟧,Orange Square,large-orange-square,/large-orange-square,A square shown in the color of orange. May be used to represent anything orange.,U+1F7E7
symbols,"Hearts, Shapes & Emotions",🟨,Yellow Square,large-yellow-square,/large-yellow-square,"A square shown in the color yellow. When players of the word game Wordle share their results on social platforms the results are represented through a series of green , yellow, and black or white square emojis. This emoji indicates that the player guessed a correct letter but in the wrong place within the word. This emoji is also often used to represent a y ellow penalty card in football (soccer) . Additionally, as with other color-based shape emojis (most notably the hearts ), this emoji may be used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color.",U+1F7E8
symbols,"Hearts, Shapes & Emotions",🟩,Green Square,large-green-square,/large-green-square,"A square shown in the color of green. As with other color-based shape emojis (most notably the hearts ), this emoji may be used to express an affinity with or appreciation for various people, places, groups, objects, or ideas associated with the same color. When players of the word game Wordle share their results on social platforms the results are represented through a series of green, yellow , and black or white square emojis. This emoji indicates that the player guessed a correct letter in its right place. Additionally, in May 2021, this emoji was occasionally shown in X/Twitter names in support of Taproot , a Bitcoin fork (potential feature change) that would allow additional privacy measures for transactions.",U+1F7E9
symbols,"Hearts, Shapes & Emotions",🟦,Blue Square,large-blue-square,/large-blue-square,A square shown in the color of blue. May be used to represent anything blue.,U+1F7E6
symbols,"Hearts, Shapes & Emotions",🟪,Purple Square,large-purple-square,/large-purple-square,A square shown in the color of purple. May be used to represent anything purple.,U+1F7EA
symbols,"Hearts, Shapes & Emotions",🟫,Brown Square,large-brown-square,/large-brown-square,A square shown in the color of brown. May be used to represent anything brown.,U+1F7EB
symbols,"Hearts, Shapes & Emotions",⬛,Black Large Square,black-large-square,/black-large-square,"A square shown in the shade of black. May be used to represent anything black. When players of the word game Wordle share their results on social platforms the results are represented through a series of green , yellow , and black or white square emojis. This emoji can indicate that the player guessed an incorrect letter, i.e. a letter that is not present within the word.",U+2B1B
symbols,"Hearts, Shapes & Emotions",⬜,White Large Square,white-large-square,/white-large-square,"A square shown in the shade of white. May be used to represent anything white. When players of the word game Wordle share their results on social platforms the results are represented through a series of green , yellow , and black or white square emojis. This emoji can indicate that the player guessed an incorrect letter, i.e. a letter that is not present within the word.",U+2B1C
symbols,"Hearts, Shapes & Emotions",◼️,Black Medium Square,black-medium-square,/black-medium-square,A medium-sized square shaded completely black. Smaller than the ⬛ Black Large Square and larger than the ◾ Black Medium-Small Square and the ▪️ Black Small Square.,"U+25FC,U+FE0F"
symbols,"Hearts, Shapes & Emotions",◻️,White Medium Square,white-medium-square,/white-medium-square,A medium-sized square shaded completely white. Smaller than the White Large Square and larger than the White Medium-Small Square and the White Small Square .,"U+25FB,U+FE0F"
symbols,"Hearts, Shapes & Emotions",◾,Black Medium-Small Square,black-medium-small-square,/black-medium-small-square,A medium-small-sized square shaded completely black. Smaller than the ⬛ Black Large Square and ◾ Black Medium-Small Square but larger than the ▪️ Black Small Square.,U+25FE
symbols,"Hearts, Shapes & Emotions",▪️,Black Small Square,black-small-square,/black-small-square,"A very small square shaded completely black. Notably smaller than the ⬛ Black Large Square , ◼️ Black Medium Square , and the ◾ Black Medium-Small Square .","U+25AA,U+FE0F"
symbols,"Hearts, Shapes & Emotions",▫️,White Small Square,white-small-square,/white-small-square,"A medium-small-sized square shaded completely white. Smaller than the White Large Square , White Medium Square , and the White Medium-Small Square .","U+25AB,U+FE0F"
symbols,"Hearts, Shapes & Emotions",🔶,Large Orange Diamond,large-orange-diamond,/large-orange-diamond,A larger version of the small orange diamond emoji.,U+1F536
symbols,"Hearts, Shapes & Emotions",🔷,Large Blue Diamond,large-blue-diamond,/large-blue-diamond,"A large version of the small blue diamond emoji. Note: this emoji is not supported in Twitter / X names, to minimize confusion with a verified checkmark. Learn more here .",U+1F537
symbols,"Hearts, Shapes & Emotions",🔹,Small Blue Diamond,small-blue-diamond,/small-blue-diamond,"A small version of the large blue diamond emoji. Note: this emoji is not supported in Twitter / X names, to minimize confusion with a verified checkmark. Learn more here .",U+1F539
symbols,"Hearts, Shapes & Emotions",🔺,Red Triangle Pointed Up,red-triangle-pointed-up,/red-triangle-pointed-up,"A small red equilateral triangle, pointing upwards.",U+1F53A
symbols,"Hearts, Shapes & Emotions",🔻,Red Triangle Pointed Down,red-triangle-pointed-down,/red-triangle-pointed-down,"A small red equilateral triangle, pointing downwards. During 2024 this emoji was restricted on Meta platforms Facebook , Instagram , and WhatsApp .",U+1F53B
symbols,"Hearts, Shapes & Emotions",💠,Diamond with a Dot,diamond-with-a-dot,/diamond-with-a-dot,"A glyph that is used for kawaii in Japan, resembling the shape of a flower. Google's design previously resembled a flower , while Samsung's previously displayed a white symbol on a blue square. Note: this emoji is not supported in Twitter / X names, to minimize confusion with a verified checkmark. Learn more here .",U+1F4A0
symbols,"Hearts, Shapes & Emotions",🔘,Radio Button,radio-button,/radio-button,"A radio button user interface element, used in form fields with two or more choices. Differs from a checkbox , in that only one response can be selected. This emoji generally shows the on/enabled state for the radio button, with a smaller circle inside a larger outer circle. Note: this emoji is not supported in Twitter / X names, to minimize confusion with a verified checkmark. Learn more here .",U+1F518
symbols,"Hearts, Shapes & Emotions",🔳,White Square Button,white-square-button,/white-square-button,The inverse of the 🔲 Black Square Button .,U+1F533
symbols,"Hearts, Shapes & Emotions",🔲,Black Square Button,black-square-button,/black-square-button,A square version of the 🔘 Radio Button emoji. The inverse of the 🔳 White Square Button .,U+1F532
symbols,Location & Warning,🛗,Elevator,elevator,/elevator,A symbol showing two or three people standing in a square with up and down arrows above them. Most platforms feature a simple blue and white design. Mostly used to talk about elevators. Also used metaphorically to talk about moving or leveling up or down.,U+1F6D7
symbols,Location & Warning,🏧,ATM Sign,atm-sign,/atm-sign,"A square symbol showing the letter ""ATM"", standing for ""Automated Teller Machine"".",U+1F3E7
symbols,Location & Warning,🚮,Litter in Bin Sign,litter-in-bin-sign,/litter-in-bin-sign,A symbol showing a person putting litter (rubbish) in the trash (rubbish bin). A more positive version of the Do Not Litter Symbol .,U+1F6AE
symbols,Location & Warning,🚰,Potable Water,potable-water,/potable-water,"A symbol for potable (drinkable) water, usually shown with a faucet filling a drinking glass. Commonly used for various content concerning water, drinking, thirst, and dripping. Some platforms, including Apple and WhatsApp, depict the emoji as an object while others feature a stylized, white faucet on a blue square, as a sign or icon of water that is safe to drink. Compare 🚱 Non-Potable Water , which indicates water that is not safe to drink. Apple's design previously featured a blue symbol design, Microsoft's a cup filled with water.",U+1F6B0
symbols,Location & Warning,♿,Wheelchair Symbol,wheelchair-symbol,/wheelchair-symbol,"The international symbol of access, used to denote a facility which has been designed with accessibility or people in wheelchairs in mind. Appears as a blue sign, with a white graphic of a person sitting in a wheelchair. Many platforms now use the Accessible Icon Project style image for this emoji, which displays the person in the wheelchair in a more active position.",U+267F
symbols,Location & Warning,🚹,Men’s Room,mens-room,/mens-room,"A stick-figure icon of a man, generally used to indicate a male restroom . The female equivalent is the Womens Symbol emoji.",U+1F6B9
symbols,Location & Warning,🚺,Women’s Room,womens-room,/womens-room,"A stick-figure icon of a woman, generally used to indicate a female restroom . The male equivalent is the Mens Symbol emoji.",U+1F6BA
symbols,Location & Warning,🚻,Restroom,restroom,/restroom,"A restroom symbol, depicting a iconography of a man and woman . Used to indicate the location of public bathrooms / toilets / restrooms. Used as an alternative to the water closet symbol.",U+1F6BB
symbols,Location & Warning,🚼,Baby Symbol,baby-symbol,/baby-symbol,"The symbol for a baby, usually used to indicate a room that is suitable to change a baby in. Often located in or near public restrooms.",U+1F6BC
symbols,Location & Warning,🚾,Water Closet,water-closet,/water-closet,"A water closet is a name used for public toilet, bathroom or restroom used in some countries. Typically abbreviated to the letters WC, this may be found on signage in public buildings, as an alternative to the restroom symbol.",U+1F6BE
symbols,Location & Warning,🛂,Passport Control,passport-control,/passport-control,A person checking passports at an international border.,U+1F6C2
symbols,Location & Warning,🛃,Customs,customs,/customs,A customs officer inspecting luggage . May be shown on signage at airports or other border crossings. Not to be confused with the passport control emoji .,U+1F6C3
symbols,Location & Warning,🛅,Left Luggage,left-luggage,/left-luggage,"An icon representing a place to leave luggage. Most commonly found at Japanese train stations to signify coin lockers where bags can be stored for a daily fee. This emoji displays a suitcase with a key above or below it, ususually in blue.",U+1F6C5
symbols,Location & Warning,⚠️,Warning,warning,/warning,"A triangle with an exclamation mark inside, used as a warning or alert. This emoji is used prominently within social media platform BeReal's core time-sensitive ""⚠️ Time to BeReal ⚠️"" push notification. This notification is shown when being prompted to share a photo of themselves and their immediate surroundings, with this notification given within a randomly selected two-minute window every day.","U+26A0,U+FE0F"
symbols,Location & Warning,🚸,Children Crossing,children-crossing,/children-crossing,"A crossing sign for children, usually positioned near schools or other areas that drivers should be cautious of young children in the area.",U+1F6B8
symbols,Location & Warning,⛔,No Entry,no-entry,/no-entry,A red circle with a straight horizontal line across its center. Used on signs to indicate that entry into the area where the sign is displayed is forbidden.,U+26D4
symbols,Location & Warning,🚫,Prohibited,prohibited,/prohibited,"A red circle with a diagonal line through the middle, from top-left to bottom right, used to indicate that something is not permitted Commonly shown in conjunction with other symbols to indicate No Smoking , No Bikes , or similar.",U+1F6AB
symbols,Location & Warning,🚳,No Bicycles,no-bicycles,/no-bicycles,"A bicycle with a red stroke through it, indicating that bikes are prohibited from this location. May be seen in pedestrian malls with a bicycle restriction or crossing train tracks in some countries.",U+1F6B3
symbols,Location & Warning,🚭,No Smoking,no-smoking,/no-smoking,"A lit cigarette with a red stroke through it, indicating that smoking is prohibited in this location.",U+1F6AD
symbols,Location & Warning,🚯,No Littering,no-littering,/no-littering,"A person dropping litter (rubbish, trash) with a red stroke through it, indicating that littering is prohibited in this area. Usually implied by the fact that littering is not welcome anywhere, this sign serves as a reminder in areas that are known to attract litter.",U+1F6AF
symbols,Location & Warning,🚱,Non-Potable Water,non-potable-water,/non-potable-water,"A water tap with a red stroke through it, indicating that water is not safe for drinking (non-potable). May be used at a camp site or other area that has water suitable for cleaning or other non-drinking purposes.",U+1F6B1
symbols,Location & Warning,🚷,No Pedestrians,no-pedestrians,/no-pedestrians,"A pedestrian symbol with a red stroke through it, indicating that pedestrians are prohibited from this location. May be seen in dedicated bike lanes, highways, or other areas not suitable to be on-foot.",U+1F6B7
symbols,Location & Warning,📵,No Mobile Phones,no-mobile-phones,/no-mobile-phones,"A mobile phone with a red stroke through it, indicating that mobile phones should not be present. Often seen in restricted areas, such as Customs or Passport Control .",U+1F4F5
symbols,Location & Warning,🔞,No One Under Eighteen,no-one-under-eighteen,/no-one-under-eighteen,"The number eighteen with a red stroke through it, indicating a location where a person must be aged 18 or above to enter. Often used online to indicate adult or NSFW content. Google's design includes the text ""under"" above the number eighteen. The Samsung version of this emoji previously displayed the number 19 . This may have been due to the practice of counting the first year of life as one instead of zero in parts of East Asia such as South Korea (the location of the Samsung Headquarters).",U+1F51E
symbols,Location & Warning,☢️,Radioactive,radioactive,/radioactive,A hazard symbol for radiation or radioactivity. May appear similar to a three-pronged fan at small sizes. Generally displayed on an orange or yellow background.,"U+2622,U+FE0F"
symbols,Location & Warning,☣️,Biohazard,biohazard,/biohazard,"A hazard symbol used in the labeling of biological materials that carry a significant health risk, including viral and bacteriological samples. Generally displayed on an orange or yellow background.","U+2623,U+FE0F"
symbols,Arrows & AV,⬆️,Up Arrow,up-arrow,/up-arrow,"An arrow, pointing up. See the glossary for information on the term black in unicode character names.","U+2B06,U+FE0F"
symbols,Arrows & AV,↗️,Up-Right Arrow,up-right-arrow,/up-right-arrow,"An arrow pointing diagonally in an up-right, or north-east direction.","U+2197,U+FE0F"
symbols,Arrows & AV,➡️,Right Arrow,right-arrow,/right-arrow,"An arrow, pointing right. See the glossary for information on the term black in unicode character names.","U+27A1,U+FE0F"
symbols,Arrows & AV,↘️,Down-Right Arrow,down-right-arrow,/down-right-arrow,"An arrow pointing diagonally in an down-right, or south-east direction.","U+2198,U+FE0F"
symbols,Arrows & AV,⬇️,Down Arrow,down-arrow,/down-arrow,"An arrow, pointing down. Generally used to highlight a piece of content placed below where this emoji can be used. This content could be a picture, a website link, or a different piece of text, See the glossary for information on the term black in unicode character names.","U+2B07,U+FE0F"
symbols,Arrows & AV,↙️,Down-Left Arrow,down-left-arrow,/down-left-arrow,"An arrow pointing diagonally in an down-left, or south-west direction.","U+2199,U+FE0F"
symbols,Arrows & AV,⬅️,Left Arrow,left-arrow,/left-arrow,"An arrow, pointing left. See the glossary for information on the term black in unicode character names.","U+2B05,U+FE0F"
symbols,Arrows & AV,↖️,Up-Left Arrow,up-left-arrow,/up-left-arrow,"An arrow pointing diagonally in an up-left, or north-west direction.","U+2196,U+FE0F"
symbols,Arrows & AV,↕️,Up-Down Arrow,up-down-arrow,/up-down-arrow,"A vertical line with arrowheads on both ends, pointing up and down.","U+2195,U+FE0F"
symbols,Arrows & AV,↔️,Left-Right Arrow,left-right-arrow,/left-right-arrow,"A horizontal line with arrowheads on both ends, pointing left and right.","U+2194,U+FE0F"
symbols,Arrows & AV,↩️,Right Arrow Curving Left,right-arrow-curving-left,/right-arrow-curving-left,"An arrow pointing to the left, with a curved hook at the other end. Similar in appearance to a sideways U Turn symbol, or a reply icon in an email application.","U+21A9,U+FE0F"
symbols,Arrows & AV,↪️,Left Arrow Curving Right,left-arrow-curving-right,/left-arrow-curving-right,"An arrow pointing to the right, with a curved hook at the other end. Similar in appearance to a sideways U Turn symbol, or a forward icon in an email application.","U+21AA,U+FE0F"
symbols,Arrows & AV,⤴️,Right Arrow Curving Up,right-arrow-curving-up,/right-arrow-curving-up,A curved arrow pointing up.,"U+2934,U+FE0F"
symbols,Arrows & AV,⤵️,Right Arrow Curving Down,right-arrow-curving-down,/right-arrow-curving-down,"A curved arrow pointing down. Generally used to highlight a piece of content placed below where this emoji can be used. This content could be a picture, a website link, or a different piece of text,","U+2935,U+FE0F"
symbols,Arrows & AV,🔃,Clockwise Vertical Arrows,clockwise-vertical-arrows,/clockwise-vertical-arrows,Circular arrows pointing in an anticlockwise direction. Similar to symbols sometimes used for refresh or rotate .,U+1F503
symbols,Arrows & AV,🔄,Counterclockwise Arrows Button,counterclockwise-arrows-button,/counterclockwise-arrows-button,"Two arrows forming a circle, pointing in an anticlockwise direction. Similar to symbols sometimes used for refresh or rotate . May also be used to indicate a task is in progress. Previously showed in a clockwise direction on Windows.",U+1F504
symbols,Arrows & AV,🔙,Back Arrow,back-arrow,/back-arrow,"The word ""back"" with an arrow above it, pointing to the left.",U+1F519
symbols,Arrows & AV,🔚,End Arrow,end-arrow,/end-arrow,"The word ""end"" with an arrow above it, pointing to the left.",U+1F51A
symbols,Arrows & AV,🔛,On! Arrow,on-arrow,/on-arrow,"The capitalized word ""on"" followed by an exclamation mark (!) with a double-sided arrow above it.",U+1F51B
symbols,Arrows & AV,🔜,Soon Arrow,soon-arrow,/soon-arrow,"The word ""soon"" with an arrow above it, pointing to the right.",U+1F51C
symbols,Arrows & AV,🔝,Top Arrow,top-arrow,/top-arrow,"The word ""top"" with an arrow pointing up above it.",U+1F51D
symbols,Arrows & AV,🔀,Shuffle Tracks Button,shuffle-tracks-button,/shuffle-tracks-button,Two arrows pointing right while crossing over one another. Used to indicate putting music on shuffle: randomizing the order of tracks in the upcoming playlist. May also be used to indicate two items switching places.,U+1F500
symbols,Arrows & AV,🔁,Repeat Button,repeat-button,/repeat-button,Circular arrows pointing in a clockwise direction. Used in music player applications to loop a track or album continuously. Commonly used to repesent a retweet on Twitter.,U+1F501
